13	"accabler"	"V"	"NEG"	"0,33%"
15	"acerbe"	"A"	"NEG"	"100%"
15	"acerbement"	"Adv"	"NEG"	"100%"
15	"acerbité"	"Nf"	"NEG"	"100%"
17	"achevage"	"Nm"	"POS"	"100%"
17	"achèvement"	"Nm"	"POS"	"100%"
17	"achever"	"V"	"POS"	"100%"
17	"inachevé"	"A"	"NEG"	"100%"
17	"inachèvement"	"Nm"	"NEG"	"100%"
17	"parachèvement"	"Nm"	"POS"	"100%"
17	"parachever"	"V"	"POS"	"100%"
18	"acier"	"Nm"	"NEUTRE"	"0,33%"
18	"aciérage"	"Nm"	"NEUTRE"	"0,33%"
18	"aciérer"	"V"	"NEUTRE"	"0,33%"
19	"acné"	"Nf"	"NEG"	"0,33%"
19	"acnéique"	"A/N"	"NEG"	"0,33%"
21	"acrobate"	"N"	"POS"	"0,66%"
21	"acrobatie"	"Nf"	"POS"	"0,66%"
21	"acrobatique"	"A"	"POS"	"0,66%"
21	"acrobatisme"	"Nm"	"POS"	"0,66%"
23	"acuité"	"Nf"	"POS"	"0,33%"
24	"adage"	"Nm"	"NEUTRE"	"0,33%"
25	"adulte"	"N"	"NEUTRE"	"0,33%"
25	"adultère"	"Nm"	"NEG"	"0,33%"
26	"affaissement"	"Nm"	"NEG"	"0,33%"
26	"affaisser"	"V"	"NEG"	"0,33%"
27	"affres"	"Nf"	"NEG"	"0,33%"
27	"affreusement"	"Adv"	"NEG"	"0,33%"
27	"affreux"	"A"	"NEG"	"0,33%"
28	"agaçant"	"A"	"NEG"	"0,33%"
28	"agacement"	"Nm"	"NEG"	"0,33%"
28	"agacer"	"V"	"NEG"	"0,33%"
28	"agacerie"	"Nf"	"NEG"	"0,33%"
28	"agaceur"	"Nm"	"NEG"	"0,33%"
29	"âge"	"Nm"	"POS"	"0,66%"
29	"âgé"	"A"	"POS"	"0,66%"
29	"âger"	"V"	"POS"	"0,66%"
30	"agneau"	"Nm"	"NEUTRE"	"0,33%"
30	"agnèlement"	"Nm"	"NEUTRE"	"0,33%"
30	"agneler"	"V"	"NEUTRE"	"0,33%"
30	"agnelet"	"Nm"	"NEUTRE"	"0,33%"
32	"agrume"	"Nm"	"NEUTRE"	"0,33%"
34	"aïeul"	"N"	"NEUTRE"	"0,33%"
34	"bisaïeul"	"N"	"NEUTRE"	"0,33%"
34	"trisaïeul"	"N"	"NEUTRE"	"0,33%"
35	"aigre"	"Nm"	"NEG"	"0,66%"
35	"aigrelet"	"A"	"NEG"	"0,66%"
35	"aigrement"	"Adv"	"NEG"	"0,66%"
35	"aigreur"	"Nf"	"NEG"	"0,66%"
35	"aigrir"	"V"	"NEG"	"0,66%"
36	"aiguillage"	"Nm"	"NEUTRE"	"0,33%"
36	"aiguille"	"Nf"	"NEUTRE"	"0,33%"
36	"aiguiller"	"V"	"NEUTRE"	"0,33%"
36	"aiguillette"	"Nf"	"NEUTRE"	"0,33%"
36	"aiguilleur"	"Nm"	"NEUTRE"	"0,33%"
36	"aiguillon"	"Nm"	"NEUTRE"	"0,33%"
36	"aiguillonner"	"V"	"NEUTRE"	"0,33%"
37	"aiguisable"	"A"	"NEUTRE"	"0,33%"
37	"aiguisage"	"Nm"	"NEUTRE"	"0,33%"
37	"aiguisement"	"Nm"	"NEUTRE"	"0,33%"
37	"aiguiser"	"V"	"NEUTRE"	"0,33%"
37	"aiguiseur"	"N"	"NEUTRE"	"0,33%"
37	"aiguisoir"	"Nm"	"NEUTRE"	"0,33%"
38	"ail"	"Nm"	"NEUTRE"	"0,33%"
38	"aillade"	"Nf"	"NEUTRE"	"0,33%"
38	"ailler"	"V"	"NEUTRE"	"0,33%"
38	"alliacé"	"A"	"NEUTRE"	"0,33%"
38	"alliaire"	"Nf"	"NEUTRE"	"0,33%"
39	"aile"	"Nf"	"NEUTRE"	"0,33%"
39	"ailer"	"V"	"NEUTRE"	"0,33%"
39	"aileron"	"Nm"	"NEUTRE"	"0,33%"
39	"ailette"	"Nf"	"NEUTRE"	"0,33%"
39	"ailier"	"Nm"	"NEUTRE"	"0,33%"
39	"subalaire"	"A"	"NEUTRE"	"0,33%"
41	"aîné"	"A/N"	"NEUTRE"	"100%"
41	"aînesse"	"Nf"	"NEUTRE"	"100%"
42	"aérateur"	"Nm"	"NEUTRE"	"0,33%"
42	"aération"	"Nf"	"NEUTRE"	"0,33%"
42	"aérer"	"V"	"NEUTRE"	"0,33%"
42	"aérien"	"Nm"	"NEUTRE"	"0,33%"
42	"air"	"Nm"	"NEUTRE"	"0,33%"
42	"désaérage"	"Nm"	"NEG"	"0,33%"
42	"désaération"	"Nf"	"NEG"	"0,33%"
42	"désaérer"	"V"	"NEG"	"0,33%"
43	"aire"	"Nf"	"NEUTRE"	"0,33%"
44	"aisance"	"Nf"	"POS"	"100%"
44	"aise"	"Nf"	"POS"	"100%"
44	"aisément"	"Adv"	"POS"	"100%"
44	"aiser"	"V"	"POS"	"100%"
44	"malaise"	"Nm"	"NEG"	"100%"
44	"malaisé"	"A"	"NEG"	"100%"
44	"malaisément"	"Adv"	"NEG"	"100%"
45	"aisselle"	"Nf"	"NEUTRE"	"0,33%"
46	"album"	"Nm"	"NEUTRE"	"0,33%"
47	"alcool"	"Nm"	"NEG"	"0,66%"
47	"alcoolique"	"A"	"NEG"	"0,66%"
47	"alcooliser"	"V"	"NEG"	"0,66%"
48	"aléa"	"Nm"	"NEUTRE"	"0,66%"
48	"aléatoire"	"A"	"NEUTRE"	"0,66%"
48	"aléatoirement"	"Adv"	"NEUTRE"	"0,66%"
49	"alerte"	"Nf"	"POS"	"0,33%"
49	"alerter"	"V"	"POS"	"0,33%"
50	"algèbre"	"Nf"	"NEUTRE"	"100%"
50	"algébrique"	"A"	"NEUTRE"	"100%"
50	"algébriquement"	"Adv"	"NEUTRE"	"100%"
50	"algébriste"	"N"	"NEUTRE"	"100%"
51	"algue"	"Nf"	"NEUTRE"	"0,33%"
51	"algueux"	"A"	"NEUTRE"	"0,33%"
52	"aliment"	"Nm"	"NEUTRE"	"0,33%"
52	"alimentaire"	"Nm"	"NEUTRE"	"0,33%"
52	"alimentation"	"Nf"	"NEUTRE"	"0,33%"
52	"alimenter"	"V"	"NEUTRE"	"0,33%"
53	"allégorie"	"Nf"	"POS"	"0,66%"
53	"allégorique"	"A"	"POS"	"0,66%"
53	"allégoriquement"	"Adv"	"POS"	"0,66%"
54	"allègre"	"A"	"POS"	"100%"
54	"allègrement"	"Adv"	"POS"	"100%"
54	"allégrer"	"V"	"POS"	"100%"
54	"allégresse"	"Nf"	"POS"	"100%"
56	"alphabet"	"Nm"	"NEUTRE"	"100%"
56	"alphabétiquement"	"Adv"	"NEUTRE"	"100%"
56	"alphabétisation"	"Nf"	"NEUTRE"	"100%"
56	"alphabétiser"	"V"	"NEUTRE"	"100%"
56	"alphabétisme"	"Nm"	"NEUTRE"	"100%"
56	"analphabète"	"A/N"	"NEG"	"100%"
56	"analphabétisme"	"Nm"	"NEG"	"100%"
57	"amalgame"	"Nm"	"NEUTRE"	"0,33%"
57	"amalgamer"	"V"	"NEUTRE"	"0,33%"
58	"amandaie"	"Nf"	"NEUTRE"	"0,33%"
58	"amande"	"Nf"	"NEUTRE"	"0,33%"
58	"amandier"	"Nm"	"NEUTRE"	"0,33%"
58	"amandine"	"Nf"	"NEUTRE"	"0,33%"
59	"amarrage"	"Nm"	"NEUTRE"	"0,33%"
59	"amarre"	"Nf"	"NEUTRE"	"0,33%"
59	"amarrer"	"V"	"NEUTRE"	"0,33%"
60	"amer"	"Nm"	"NEG"	"0,33%"
60	"amèrement"	"Adv"	"NEG"	"0,33%"
60	"amertume"	"Nf"	"NEG"	"0,33%"
64	"ancestral"	"A"	"POS"	"0,66%"
64	"ancêtre"	"N"	"POS"	"0,66%"
65	"ancien"	"A"	"NEUTRE"	"100%"
65	"anciennement"	"Adv"	"NEUTRE"	"100%"
65	"ancienneté"	"Nf"	"NEUTRE"	"100%"
66	"ancrage"	"Nm"	"NEUTRE"	"0,33%"
66	"ancre"	"Nf"	"NEUTRE"	"0,33%"
66	"ancrer"	"V"	"NEUTRE"	"0,33%"
66	"désancrer"	"V"	"NEG"	"0,33%"
67	"anecdote"	"Nf"	"NEUTRE"	"100%"
67	"anecdotique"	"A"	"NEUTRE"	"100%"
71	"anal"	"A"	"NEUTRE"	"100%"
71	"anneau"	"Nm"	"NEUTRE"	"100%"
71	"annelet"	"Nm"	"NEUTRE"	"100%"
71	"annulaire"	"Nm"	"NEUTRE"	"100%"
73	"anse"	"Nf"	"NEUTRE"	"0,33%"
74	"antenne"	"Nf"	"NEUTRE"	"0,33%"
74	"antenniste"	"N"	"NEUTRE"	"0,33%"
76	"antiquaire"	"N"	"NEUTRE"	"0,33%"
76	"antique"	"Nm"	"NEUTRE"	"0,33%"
76	"antiquité"	"Nf"	"NEUTRE"	"0,33%"
77	"appui"	"Nm"	"NEUTRE"	"0,33%"
77	"appuyer"	"V"	"NEUTRE"	"0,33%"
78	"âpre"	"A"	"NEG"	"100%"
78	"âprement"	"Adv"	"NEG"	"100%"
78	"âpreté"	"Nf"	"NEG"	"100%"
81	"arbitrage"	"Nm"	"NEUTRE"	"100%"
81	"arbitragiste"	"N"	"NEUTRE"	"100%"
81	"arbitraire"	"Nm"	"NEUTRE"	"100%"
81	"arbitrairement"	"Adv"	"NEUTRE"	"100%"
81	"arbitral"	"A"	"NEUTRE"	"100%"
81	"arbitralement"	"Adv"	"NEUTRE"	"100%"
81	"arbitre"	"Nm"	"NEUTRE"	"100%"
81	"arbitrer"	"V"	"NEUTRE"	"100%"
83	"arc"	"Nm"	"NEUTRE"	"0,33%"
83	"arcade"	"Nf"	"NEUTRE"	"0,33%"
83	"arceau"	"Nm"	"NEUTRE"	"0,33%"
83	"arche"	"Nf"	"NEUTRE"	"0,33%"
83	"archer"	"Nm"	"NEUTRE"	"0,33%"
83	"archerie"	"Nf"	"NEUTRE"	"0,33%"
83	"archet"	"Nm"	"NEUTRE"	"0,33%"
83	"archèterie"	"Nf"	"NEUTRE"	"0,33%"
83	"archetier"	"N"	"NEUTRE"	"0,33%"
83	"arquer"	"V"	"NEUTRE"	"0,33%"
85	"archipel"	"Nm"	"NEUTRE"	"0,33%"
86	"architecte"	"N"	"NEUTRE"	"100%"
86	"architectural"	"A"	"NEUTRE"	"100%"
86	"architecture"	"Nf"	"NEUTRE"	"100%"
86	"architecturer"	"V"	"NEUTRE"	"100%"
87	"archivable"	"A"	"NEUTRE"	"0,33%"
87	"archivage"	"Nm"	"NEUTRE"	"0,33%"
87	"archive"	"Nm"	"NEUTRE"	"0,33%"
87	"archiver"	"V"	"NEUTRE"	"0,33%"
87	"archiviste"	"N"	"NEUTRE"	"0,33%"
87	"préarchivage"	"Nm"	"NEUTRE"	"0,33%"
88	"argot"	"Nm"	"POS"	"0,66%"
88	"argoter"	"V"	"POS"	"0,66%"
88	"argotier"	"Nm"	"POS"	"0,66%"
88	"argotique"	"A"	"POS"	"0,66%"
88	"argotisme"	"Nm"	"POS"	"0,66%"
89	"argument"	"Nm"	"NEUTRE"	"0,33%"
89	"argumentaire"	"Nm"	"NEUTRE"	"0,33%"
89	"argumentatif"	"A"	"NEUTRE"	"0,33%"
89	"argumentation"	"Nf"	"NEUTRE"	"0,33%"
89	"argumenter"	"V"	"NEUTRE"	"0,33%"
89	"argumenteur"	"Nm"	"NEUTRE"	"0,33%"
90	"alarme"	"Nf"	"NEG"	"0,66%"
90	"alarmer"	"V"	"NEG"	"0,66%"
90	"alarmisme"	"Nm"	"NEG"	"0,66%"
90	"alarmiste"	"A"	"NEG"	"0,66%"
90	"téléalarme"	"Nf"	"NEG"	"0,66%"
92	"arnaquer"	"V"	"NEG"	"0,33%"
92	"arnaqueur"	"N"	"NEG"	"0,33%"
93	"antérieur"	"A"	"NEUTRE"	"100%"
93	"antérieurement"	"Adv"	"NEUTRE"	"100%"
93	"antériorité"	"Nf"	"NEUTRE"	"100%"
94	"aromal"	"A"	"POS"	"0,66%"
94	"aromate"	"Nm"	"POS"	"0,66%"
94	"aromaticien"	"Nm"	"POS"	"0,66%"
94	"aromatique"	"A/Nm"	"POS"	"0,66%"
94	"aromatisation"	"Nf"	"POS"	"0,66%"
94	"aromatiser"	"V"	"POS"	"0,66%"
94	"arôme"	"Nm"	"POS"	"0,66%"
95	"arpège"	"Nm"	"NEUTRE"	"0,33%"
95	"arpéger"	"V"	"NEUTRE"	"0,33%"
96	"arpent"	"Nm"	"NEUTRE"	"0,33%"
96	"arpentage"	"Nm"	"NEUTRE"	"0,33%"
96	"arpenter"	"V"	"NEUTRE"	"0,33%"
96	"arpenteur"	"Nm"	"NEUTRE"	"0,33%"
97	"arrachage"	"Nm"	"NEG"	"0,33%"
97	"arrachement"	"Nm"	"NEG"	"0,33%"
97	"arracher"	"V"	"NEG"	"0,33%"
97	"arracheur"	"N"	"NEG"	"0,33%"
98	"arrestation"	"Nf"	"NEG"	"0,33%"
98	"arrêt"	"Nm"	"NEG"	"0,33%"
98	"arrêter"	"V"	"NEG"	"0,33%"
99	"arroi"	"Nm"	"NEUTRE"	"0,33%"
99	"corroyer"	"V"	"NEUTRE"	"0,33%"
99	"désarroi"	"Nm"	"NEG"	"0,33%"
102	"asilaire"	"A"	"NEUTRE"	"0,33%"
102	"asile"	"Nm"	"NEUTRE"	"0,33%"
103	"assassin"	"Nm"	"NEG"	"0,66%"
103	"assassinat"	"Nm"	"NEG"	"0,66%"
103	"assassiné"	"A"	"NEG"	"0,66%"
103	"assassinement"	"Nm"	"NEG"	"0,66%"
103	"assassiner"	"V"	"NEG"	"0,66%"
103	"assassineur"	"Nm"	"NEG"	"0,66%"
105	"assumer"	"V"	"NEUTRE"	"0,33%"
106	"astic"	"Nm"	"NEUTRE"	"0,33%"
106	"asticot"	"Nm"	"NEUTRE"	"0,33%"
106	"asticotage"	"Nm"	"NEUTRE"	"0,33%"
106	"asticoter"	"V"	"NEUTRE"	"0,33%"
106	"asticoteur"	"Nm"	"NEUTRE"	"0,33%"
106	"astiquage"	"Nm"	"NEUTRE"	"0,33%"
106	"astiquer"	"V"	"NEUTRE"	"0,33%"
108	"astuce"	"Nf"	"POS"	"100%"
108	"astucieusement"	"Adv"	"POS"	"100%"
108	"astucieux"	"A"	"POS"	"100%"
109	"ataves"	"Nm"	"NEUTRE"	"100%"
109	"atavique"	"A"	"NEUTRE"	"100%"
109	"atavisme"	"Nm"	"NEUTRE"	"100%"
110	"athlète"	"N"	"POS"	"100%"
110	"athlétique"	"A"	"POS"	"100%"
110	"athlétiquement"	"Adv"	"POS"	"100%"
110	"athlétisme"	"Nm"	"POS"	"100%"
112	"atroce"	"A"	"NEG"	"100%"
112	"atrocement"	"Adv"	"NEG"	"100%"
112	"atrocité"	"Nf"	"NEG"	"100%"
113	"aune"	"Nf"	"NEUTRE"	"0,33%"
113	"aunée"	"Nf"	"NEUTRE"	"0,33%"
113	"auner"	"V"	"NEUTRE"	"0,33%"
113	"auneur"	"Nm"	"NEUTRE"	"0,33%"
114	"aura"	"Nf"	"NEUTRE"	"0,33%"
114	"auréole"	"Nf"	"NEUTRE"	"0,33%"
114	"auréoler"	"V"	"NEUTRE"	"0,33%"
115	"austère"	"A"	"NEG"	"0,66%"
115	"austèrement"	"Adv"	"NEG"	"0,66%"
115	"austérité"	"Nf"	"NEG"	"0,66%"
116	"autel"	"Nm"	"NEUTRE"	"0,33%"
119	"avance"	"Nf"	"POS"	"100%"
119	"avancement"	"Nm"	"POS"	"100%"
119	"avancer"	"V"	"POS"	"100%"
119	"avant"	"Adv"	"POS"	"100%"
119	"avantage"	"Nm"	"POS"	"100%"
119	"avantager"	"V"	"POS"	"100%"
119	"avantageusement"	"Adv"	"POS"	"100%"
119	"davantage"	"Adv"	"POS"	"100%"
119	"désavantage"	"Nm"	"NEG"	"100%"
119	"désavantager"	"V"	"NEG"	"100%"
119	"désavantageusement"	"Adv"	"NEG"	"100%"
119	"désavantageux"	"A"	"NEG"	"100%"
119	"devancement"	"Nm"	"POS"	"100%"
119	"devancer"	"V"	"POS"	"100%"
119	"devancier"	"N"	"POS"	"100%"
119	"devant"	"Nm"	"POS"	"100%"
119	"devanture"	"Nf"	"POS"	"100%"
120	"avarice"	"Nf"	"NEG"	"0,33%"
120	"avaricieusement"	"Adv"	"NEG"	"0,33%"
120	"avaricieux"	"A/N"	"NEG"	"0,33%"
121	"avatar"	"Nm"	"NEUTRE"	"0,33%"
123	"aviateur"	"N"	"NEUTRE"	"0,33%"
123	"aviation"	"Nf"	"NEUTRE"	"0,33%"
123	"avion"	"Nm"	"NEUTRE"	"0,33%"
124	"avoir"	"V"	"NEUTRE"	"0,33%"
125	"abortif"	"A/Nm"	"NEG"	"0,33%"
125	"avortement"	"Nm"	"NEG"	"0,33%"
125	"avorter"	"V"	"NEG"	"0,33%"
125	"avorteur"	"N"	"NEG"	"0,33%"
125	"avortoir"	"N"	"NEG"	"0,33%"
125	"avorton"	"Nm"	"NEG"	"0,33%"
127	"axiomatique"	"Nf"	"NEUTRE"	"0,33%"
127	"axiomatisation"	"Nf"	"NEUTRE"	"0,33%"
127	"axiomatiser"	"V"	"NEUTRE"	"0,33%"
127	"axiome"	"Nm"	"NEUTRE"	"0,33%"
128	"azimut"	"Nm"	"NEUTRE"	"0,33%"
128	"azimuter"	"V"	"NEUTRE"	"0,33%"
129	"azur"	"Nm"	"NEUTRE"	"0,33%"
129	"azurer"	"V"	"NEUTRE"	"0,33%"
130	"babil"	"Nm"	"NEUTRE"	"0,33%"
130	"babillage"	"Nm"	"NEUTRE"	"0,33%"
130	"babillard"	"Nm"	"NEUTRE"	"0,33%"
130	"babiller"	"V"	"NEUTRE"	"0,33%"
131	"baffe"	"Nf"	"NEG"	"0,33%"
132	"bagnard"	"Nm"	"NEUTRE"	"0,33%"
132	"bagne"	"Nm"	"NEUTRE"	"0,33%"
133	"bagage"	"Nm"	"NEUTRE"	"0,33%"
133	"bagagiste"	"Nm"	"NEUTRE"	"0,33%"
133	"bague"	"Nf"	"NEUTRE"	"0,33%"
133	"bagué"	"A"	"NEUTRE"	"0,33%"
133	"baguer"	"V"	"NEUTRE"	"0,33%"
133	"baguette"	"Nf"	"NEUTRE"	"0,33%"
133	"baguier"	"Nm"	"NEUTRE"	"0,33%"
134	"bagatelle"	"Nf"	"NEUTRE"	"0,33%"
135	"baie"	"Nf"	"NEUTRE"	"0,33%"
136	"bail"	"Nm"	"NEUTRE"	"0,33%"
136	"bailler"	"V"	"NEUTRE"	"0,33%"
136	"bailleur"	"N"	"NEUTRE"	"0,33%"
137	"baignade"	"Nf"	"NEUTRE"	"100%"
137	"baigner"	"V"	"NEUTRE"	"100%"
137	"baigneur"	"Nm"	"NEUTRE"	"100%"
137	"baignoire"	"Nf"	"NEUTRE"	"100%"
137	"bain"	"Nm"	"NEUTRE"	"100%"
137	"balnéaire"	"A"	"NEUTRE"	"100%"
137	"balnéation"	"Nf"	"NEUTRE"	"100%"
138	"abaisser"	"V"	"NEUTRE"	"0,33%"
138	"baisse"	"Nf"	"NEUTRE"	"0,33%"
138	"baisser"	"V"	"NEUTRE"	"0,33%"
138	"baissier"	"N"	"NEUTRE"	"0,33%"
138	"bas"	"Nm"	"NEUTRE"	"0,33%"
138	"basse"	"Nf"	"NEUTRE"	"0,33%"
138	"bassement"	"Adv"	"NEUTRE"	"0,33%"
138	"bassesse"	"Nf"	"NEUTRE"	"0,33%"
138	"bassiste"	"N"	"NEUTRE"	"0,33%"
138	"basson"	"N"	"NEUTRE"	"0,33%"
138	"bassoniste"	"Nm"	"NEUTRE"	"0,33%"
138	"contrebasse"	"Nf"	"NEUTRE"	"0,33%"
138	"contrebassiste"	"Nm"	"NEUTRE"	"0,33%"
138	"contrebasson"	"Nm"	"NEUTRE"	"0,33%"
138	"rabais"	"Nm"	"NEUTRE"	"0,33%"
138	"rabaissement"	"Nm"	"NEUTRE"	"0,33%"
138	"rabaisser"	"V"	"NEUTRE"	"0,33%"
138	"rebaisser"	"V"	"NEUTRE"	"0,33%"
138	"soubassement"	"Nm"	"NEUTRE"	"0,33%"
138	"surbaisser"	"V"	"NEUTRE"	"0,33%"
139	"bassin"	"Nm"	"NEUTRE"	"0,33%"
139	"bassinant"	"A"	"NEUTRE"	"0,33%"
139	"bassine"	"Nf"	"NEUTRE"	"0,33%"
139	"bassiner"	"V"	"NEUTRE"	"0,33%"
139	"bassinet"	"Nm"	"NEUTRE"	"0,33%"
139	"bassinoire"	"Nf"	"NEUTRE"	"0,33%"
140	"bal"	"Nm"	"NEUTRE"	"0,33%"
141	"balade"	"Nf"	"NEUTRE"	"100%"
141	"balader"	"V"	"NEUTRE"	"100%"
141	"baladeur"	"Nm"	"NEUTRE"	"100%"
141	"baladin"	"Nm"	"NEUTRE"	"100%"
141	"baladinage"	"N"	"NEUTRE"	"100%"
141	"baladoire"	"A"	"NEUTRE"	"100%"
142	"balai"	"Nm"	"NEUTRE"	"0,33%"
142	"balayage"	"Nm"	"NEUTRE"	"0,33%"
142	"balayer"	"V"	"NEUTRE"	"0,33%"
142	"balayette"	"Nf"	"NEUTRE"	"0,33%"
142	"balayeur"	"N"	"NEUTRE"	"0,33%"
142	"balayure"	"Nf"	"NEUTRE"	"0,33%"
143	"balance"	"Nf"	"NEUTRE"	"100%"
143	"balancé"	"A"	"NEUTRE"	"100%"
143	"balancelle"	"Nf"	"NEUTRE"	"100%"
143	"balancement"	"Nm"	"NEUTRE"	"100%"
143	"balancer"	"V"	"NEUTRE"	"100%"
143	"balanceur"	"Nm"	"NEUTRE"	"100%"
143	"balancier"	"Nm"	"NEUTRE"	"100%"
143	"balancine"	"Nf"	"NEUTRE"	"100%"
143	"balançoire"	"Nf"	"NEUTRE"	"100%"
143	"contrebalancer"	"V"	"NEUTRE"	"100%"
144	"balbutiant"	"A"	"NEG"	"100%"
144	"balbutiement"	"Nm"	"NEG"	"100%"
144	"balbutier"	"V"	"NEG"	"100%"
144	"balbutieur"	"N"	"NEG"	"100%"
145	"balcon"	"Nm"	"NEUTRE"	"0,33%"
145	"balconnage"	"Nm"	"NEUTRE"	"0,33%"
145	"balconnet"	"Nm"	"NEUTRE"	"0,33%"
146	"baldaquin"	"Nm"	"NEUTRE"	"0,33%"
147	"baleinage"	"Nm"	"NEUTRE"	"100%"
147	"baleine"	"Nf"	"NEUTRE"	"100%"
147	"baleiné"	"A"	"NEUTRE"	"100%"
147	"baleineau"	"Nm"	"NEUTRE"	"100%"
147	"baleinier"	"N/A"	"NEUTRE"	"100%"
148	"balisage"	"Nm"	"NEUTRE"	"0,33%"
148	"balise"	"Nf"	"NEUTRE"	"0,33%"
148	"baliser"	"V"	"NEUTRE"	"0,33%"
148	"baliseur"	"Nm"	"NEUTRE"	"0,33%"
149	"baliverne"	"Nf"	"NEG"	"0,33%"
149	"baliverner"	"V"	"NEG"	"0,33%"
150	"ballade"	"Nf"	"NEUTRE"	"0,33%"
151	"balle"	"Nf"	"NEUTRE"	"0,33%"
151	"ballon"	"Nm"	"NEUTRE"	"0,33%"
151	"ballonné"	"A"	"NEG"	"0,33%"
151	"ballonnement"	"Nm"	"NEG"	"0,33%"
151	"ballonner"	"V"	"NEG"	"0,33%"
151	"ballonnet"	"Nm"	"NEG"	"0,33%"
151	"ballot"	"Nm"	"NEUTRE"	"0,33%"
151	"ballotin"	"Nm"	"NEUTRE"	"0,33%"
151	"ballottage"	"Nm"	"NEUTRE"	"0,33%"
151	"ballottement"	"Nm"	"NEUTRE"	"0,33%"
151	"ballotter"	"V"	"NEUTRE"	"0,33%"
151	"ballottine"	"Nf"	"NEUTRE"	"0,33%"
151	"balluchon"	"Nm"	"NEUTRE"	"0,33%"
151	"déballage"	"Nm"	"NEUTRE"	"0,33%"
151	"déballer"	"V"	"NEUTRE"	"0,33%"
151	"déballonner"	"V"	"NEUTRE"	"0,33%"
151	"emballage"	"Nm"	"NEUTRE"	"0,33%"
151	"emballement"	"Nm"	"NEUTRE"	"0,33%"
151	"emballer"	"V"	"NEUTRE"	"0,33%"
151	"emballeur"	"N"	"NEUTRE"	"0,33%"
151	"remballage"	"Nm"	"NEUTRE"	"0,33%"
151	"remballer"	"V"	"NEUTRE"	"0,33%"
152	"trimbalage"	"Nm"	"NEG"	"0,33%"
152	"trimbaler"	"V"	"NEG"	"0,33%"
153	"bambin"	"Nm"	"NEUTRE"	"0,33%"
154	"bambochade"	"Nf"	"NEG"	"0,33%"
154	"bambochard"	"A/N"	"NEG"	"0,33%"
154	"bamboche"	"Nf"	"NEG"	"0,33%"
154	"bambocher"	"V"	"NEG"	"0,33%"
154	"bambocheur"	"Nm"	"NEG"	"0,33%"
155	"ban"	"Nm"	"POS"	"0,66%"
155	"banal"	"A"	"POS"	"0,66%"
155	"banalement"	"Adv"	"POS"	"0,66%"
155	"banalisation"	"Nf"	"POS"	"0,66%"
155	"banaliser"	"V"	"POS"	"0,66%"
155	"banalité"	"Nf"	"POS"	"0,66%"
155	"banat"	"Nm"	"POS"	"0,66%"
155	"banneret"	"Nm"	"POS"	"0,66%"
155	"bannière"	"Nf"	"POS"	"0,66%"
155	"bannir"	"V"	"POS"	"0,66%"
155	"bannissement"	"Nm"	"POS"	"0,66%"
155	"forban"	"Nm"	"POS"	"0,66%"
156	"banane"	"Nf"	"NEUTRE"	"0,33%"
156	"bananeraie"	"Nf"	"NEUTRE"	"0,33%"
156	"bananier"	"Nm"	"NEUTRE"	"0,33%"
157	"bandage"	"Nm"	"NEUTRE"	"0,33%"
157	"bande"	"Nf"	"NEUTRE"	"0,33%"
157	"bandeau"	"Nm"	"NEUTRE"	"0,33%"
157	"bandelette"	"Nf"	"NEUTRE"	"0,33%"
157	"bander"	"V"	"NEUTRE"	"0,33%"
157	"banderille"	"Nf"	"NEUTRE"	"0,33%"
